"epoch","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"epoch","usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
1351644962.585,13.297,6.859,76.618,1.423,0.016,1.787,0,3352849.067,1728224.6,45219416.4,0,0,22599.733,10399.933,86941696,42831872,254750720,2804711424
1351644992.585,12.832,6.884,61.02,17.133,0.008,2.123,0,2594269.867,1614000.7,4194032654.3,0,0,22186.733,9777.367,87027712,42872832,254750720,2804584448
1351645022.557,12.538,6.487,56.366,22.651,0.016,1.942,0,3078144,1522434.567,39835144.833,0,0,21255.167,9235.967,87019520,42913792,254750720,2804551680
1351645052.584,13.703,6.799,60.803,16.703,0.024,1.968,0,2997998.933,1609325.467,42142295.367,0,0,21906.267,9848,86503424,42954752,254844928,2804932608
1351645082.585,12.94,6.706,77.624,0.888,0.024,1.817,0,2951031.467,1713220.467,44827138.433,0,0,22282.833,10306.933,86564864,42987520,254844928,2804838400
1351645112.585,13.595,6.656,77.116,0.905,0.024,1.704,0,2934920.533,1707623.667,4196482082.6,0,0,22282,10279.833,86151168,43020288,254844928,2805219328
1351645142.582,13.406,6.695,75.977,2.009,0.024,1.889,0,3072136.533,1708402.9,44700891.8,0,0,22392.167,10269.033,86491136,43061248,254844928,2804838400
1351645172.585,13.321,7.021,75.642,1.935,0.049,2.033,0,3343428.267,1704967.8,44647537.3,0,0,22502.967,10349,86749184,43094016,254935040,2804457472
1351645202.583,14.316,6.756,74.957,1.981,0.041,1.949,0,3750843.733,1711255.5,4196577287.967,0,0,22755.267,10227.967,92368896,43134976,254935040,2798796800
1351645232.56,14.365,6.698,74.307,2.505,0.016,2.109,0,3313527.467,1691340.667,44253832.8,0,0,22267.567,10088.067,86495232,43249664,254947328,2804543488
1351645262.585,13.343,6.437,76.718,1.682,0.04,1.779,0,415470.933,1728519.533,45227579.367,0,0,21881.5,10395.3,86962176,43290624,254947328,2804035584
1351645292.583,13.933,6.865,72.183,4.911,0.032,2.076,0,4785629.867,1674960,4195669662.733,0,0,22951.133,10176.433,87420928,43331584,255041536,2803441664
1351645322.585,13.381,6.788,76.884,1.047,0.049,1.851,0,3448558.933,1727086.167,45189533.8,0,0,22856.733,10386.367,86614016,43380736,255037440,2804203520
1351645352.558,13.573,6.662,74.865,3.09,0.024,1.786,0,3624277.333,1709906.933,44740437.9,0,0,22280.5,10275.767,86482944,43413504,255041536,2804297728
1351645382.574,13.204,6.844,67.554,10.395,0.024,1.977,0,1392366.933,1653316.833,4195061544.433,0,0,21970.9,9979.867,86695936,43454464,255041536,2804043776
1351645412.576,13.316,6.92,66.417,11.27,0.032,2.046,0,4393915.733,1612796.267,42243654.033,0,0,22176.367,9838.333,86564864,43495424,255131648,2804043776
1351645442.579,12.971,6.648,76.465,1.938,0.032,1.946,0,3514777.6,1704064.567,44586952.467,0,0,22483.167,10262.933,86650880,43536384,255131648,2803916800
1351645472.582,13.372,6.609,76.792,1.236,0.033,1.959,0,3225190.4,1727188.067,4196993846.467,0,0,22701.767,10380.4,86966272,43569152,255131648,2803568640
1351645502.585,13.312,6.752,63.741,14.179,0.032,1.983,0,2325299.2,1619951.533,42386530.433,0,0,22160.933,9797.4,86798336,43610112,255131648,2803695616
1351645532.585,13.392,6.514,61.624,16.459,0.024,1.986,0,2988441.6,1582702.267,41458856.5,0,0,21593.5,9680.033,86949888,43651072,255225856,2803408896
1351645562.585,13.352,6.457,67.673,10.641,0.008,1.869,0,1693969.067,1654624.667,43294136.767,0,0,21618.767,9988.967,87179264,43675648,255225856,2803154944
1351645592.585,12.585,6.658,57.305,21.219,0.016,2.217,0,2913484.8,1554806.8,4192484102.9,0,0,21504,9423.967,86978560,43716608,255225856,2803314688
1351645622.585,13.047,6.395,57.746,20.841,0,1.971,0,2991991.467,1565986.567,40974710.367,0,0,21720.4,9497.633,87191552,43757568,255225856,2803060736
1351645652.582,13.578,6.636,62.999,14.712,0.008,2.067,0,2752102.4,1612030.3,42228611.333,0,0,21652.167,9865.133,86327296,43806720,255311872,2803789824
1351645682.585,13.228,6.642,76.416,1.642,0.04,2.031,0,3088657.067,1723527,4196898388.233,0,0,22481,10363.867,86253568,43839488,255320064,2803822592
1351645712.585,13.259,7.017,76.377,1.298,0.016,2.032,0,3226282.667,1721823.2,45052128.033,0,0,22641.1,10346,86880256,43880448,255320064,2803154944
1351645742.585,13.263,6.498,61.416,16.633,0.016,2.174,0,2575974.4,1605104.2,41998540.367,0,0,22111.967,9723.833,87060480,43921408,255320064,2802933760
1351645772.571,13.473,6.66,59.035,18.496,0.016,2.319,0,3253998.933,1593735.467,41751016.533,0,0,21941.967,9755.833,87187456,43962368,255406080,2802679808
1351645802.566,13.605,6.658,65.972,11.794,0.016,1.956,0,1865728,1635110.967,4194585229.533,0,0,21513.8,9876.5,92430336,43995136,255410176,2797400064
1351645832.585,14.331,6.699,71.226,5.774,0.016,1.954,0,847872,1685734.4,44107078.5,0,0,21192.067,10195.867,86544384,44085248,255426560,2803179520
1351645862.585,13.309,6.72,77.156,0.732,0.041,2.042,0,2936285.867,1731317.567,45300856.733,0,0,22591.433,10407.067,86925312,44118016,255426560,2802765824
1351645892.585,13.535,6.966,76.308,1.077,0.04,2.074,0,3519965.867,1702172.9,4196394103.367,0,0,22499.3,10335,86376448,44150784,255520768,2803187712
1351645922.576,13.439,6.837,76.507,1.333,0.048,1.834,0,2934920.533,1723367.467,45092317.767,0,0,22535.767,10366.767,86114304,44191744,255520768,2803408896
1351645952.583,12.603,6.924,57.828,20.395,0.008,2.241,0,3272840.533,1560191.067,40822922.333,0,0,21970,9481.367,86675456,44232704,255520768,2802806784
1351645982.585,13.056,6.432,55.854,22.475,0.016,2.168,0,3187507.2,1547396.067,4192289848.4,0,0,21664.733,9400.867,86888448,44273664,255520768,2802552832
1351646012.585,13.109,7.021,64.643,13.125,0.032,2.069,0,4748492.8,1601335.1,41954582,0,0,22311.033,9774.8,86028288,44314624,255610880,2803281920
1351646042.582,13.62,6.552,74.781,3.075,0.016,1.956,0,3730909.867,1711170.433,44773534.333,0,0,22638.933,10312.433,85954560,44355584,255610880,2803314688
1351646072.583,13.733,6.66,76.326,1.535,0.016,1.73,0,3121015.467,1721436.233,4196844185,0,0,22544.1,10343.233,86581248,44396544,255610880,2802647040
1351646102.562,13.606,6.469,77.229,0.764,0.048,1.883,0,2934784,1728052.033,45215017.5,0,0,22569.033,10389.233,86016000,44421120,255610880,2803187712
1351646132.582,13.948,6.942,75.965,1.129,0.032,1.983,0,3220548.267,1701803.333,44585189,0,0,22713.667,10326.533,86032384,44470272,255705088,2803027968
1351646162.585,13.656,6.654,74.62,3.121,0.032,1.916,0,3769821.867,4153521119.833,44989100.1,0,0,22862.933,10348.867,85991424,44511232,255705088,2803027968
1351646192.585,13.544,6.543,76.174,1.982,0.024,1.732,0,691131.733,1729687.7,4197059551.2,0,0,22041.067,10405.467,85831680,44544000,255705088,2803154944
1351646222.585,13.728,6.618,76.24,1.49,0.04,1.884,0,3072000,1723578.3,45097839.633,0,0,22632.267,10360.367,86401024,44584960,255705088,2802544640
1351646252.585,13.781,6.786,76.753,0.813,0.016,1.851,0,3232290.133,1702108.967,44597260,0,0,22376.933,10326.233,86269952,44625920,255795200,2802544640
1351646282.585,13.112,6.943,75.206,3.003,0.024,1.712,0,3769412.267,1710219.133,4196550357.033,0,0,22648,10293.967,85807104,44666880,255795200,2802966528
1351646312.585,13.596,6.717,76.554,1.324,0.016,1.792,0,3072136.533,1728767.233,45233771.767,0,0,22659.3,10391.3,85925888,44707840,255795200,2802806784
1351646342.561,13.665,6.572,75.584,2.321,0.032,1.825,0,3487607.467,1717615.567,44942278.733,0,0,22559.5,10324.867,85639168,44740608,255795200,2803060736
1351646372.583,13.796,6.534,73.184,4.469,0.024,1.992,0,1576413.867,1686750.833,4195999054.267,0,0,22143.233,10251.867,86552576,44781568,255889408,2802012160
1351646402.583,14.056,6.687,74.874,2.378,0.041,1.964,0,3267652.267,1693018.067,44298342.4,0,0,22239.567,10127.033,91209728,44822528,255897600,2797305856
1351646432.585,14.556,6.805,75.034,1.673,0.032,1.899,0,3106269.867,1709660.4,44733956.267,0,0,22387.7,10231.067,85962752,44945408,255909888,2802417664
1351646462.585,13.451,6.972,76.05,1.561,0.032,1.933,0,3072136.533,1724069.767,4196912779.3,0,0,22581.433,10362.433,86429696,44986368,255909888,2801909760
1351646492.585,13.952,6.731,68.972,8.353,0.008,1.984,0,1934131.2,1664848.867,43621242.467,0,0,21907.933,10142.067,86290432,45027328,256000000,2801917952
1351646522.585,13.261,6.973,76.679,1.282,0.04,1.765,0,2721382.4,1719150.7,44982703.733,0,0,22440.433,10345.433,86028288,45068288,256000000,2802139136
1351646552.583,13.878,6.996,71.629,5.437,0.032,2.028,546.133,3774054.4,1687028.433,4195943340.533,0,0,22760.233,10190.4,85397504,45154304,256004096,2802679808
1351646582.585,13.525,6.641,77.203,0.759,0.032,1.84,0,2908023.467,1722692.1,45074979.433,0,0,22488.3,10356.167,85737472,45195264,256004096,2802298880
1351646612.576,13.512,6.933,76.072,1.588,0.024,1.87,0,3076505.6,1695006.333,44416107.733,0,0,22251.567,10283.567,85606400,45236224,256094208,2802298880
1351646642.585,12.712,6.823,64.462,13.855,0.016,2.132,0,4978414.933,1582054.333,41395392.9,0,0,22437.633,9562.967,85311488,45277184,256094208,2802552832
1351646672.583,13.405,6.893,70.843,6.82,0.032,2.006,0,3885329.067,1684792.633,4195885020.933,0,0,22916.133,10146.4,86192128,45318144,256094208,2801631232
1351646702.585,7.012,3.535,77.955,10.375,0.008,1.115,0,1584469.333,843516.767,22070410.667,0,0,11645.6,5167.267,85872640,45350912,256094208,2801917952
1351646732.585,0.075,0.083,99.692,0.142,0,0.008,0,2813405.867,38.2,7,0,0,89.467,110.6,86458368,45375488,256086016,2801315840
1351646762.585,0.008,0.017,98.81,1.165,0,0,0,173943.467,40.2,8.4,0,0,130,113.033,86306816,45391872,256094208,2801442816
1351646792.583,11.875,6.052,79.903,0,0.008,2.162,0,1046118.4,1283637.133,33663414.1,0,0,16245.767,7379.533,86179840,45424640,256188416,2801442816
1351646822.582,20.926,10.183,63.394,1.516,0.008,3.973,0,6225783.467,2248224.8,4210627689.533,0,0,29332.233,12556.767,86052864,45457408,256188416,2801537024
1351646852.585,20.049,10.073,54.458,11.739,0.008,3.673,0,1992840.533,2181352.1,57076211.667,0,0,27408.233,12263.433,86265856,45498368,256188416,2801283072
1351646882.583,19.632,9.767,47.399,19.454,0.008,3.741,0,3001685.333,2137112.1,55919569.467,0,0,26954.933,12062.567,85843968,45539328,256188416,2801664000
1351646912.578,20.455,10.24,55.87,9.691,0.008,3.736,0,5095697.067,2195203.933,4209268645.267,0,0,27887.8,12405.733,86061056,45580288,256278528,2801315840
1351646942.585,20.323,9.999,63.061,2.903,0,3.714,0,3351210.667,2247323.6,58802251.967,0,0,27051.1,12524.3,86155264,45613056,256278528,2801188864
1351646972.583,20.871,10.128,64.728,0.654,0.008,3.61,0,138444.8,2272672.367,4211267808.5,0,0,26230.5,12670.033,86122496,45645824,256278528,2801188864
1351647002.582,19.976,10.841,56.459,8.892,0.016,3.816,0,4511607.467,2198998.7,57538131.6,0,0,28621.467,12299.733,91369472,45682688,256274432,2795909120
